Query-ID,Reference-ID,Mash-distance,P-value,Matching-hashes
Ctu_SK141,Cac_BWA096,0.165549,0,157/10000
Cps_KPL_3671,Cac_BWA096,0.239237,1.79E-122,33/10000
Cpr_KPL_3672,Cac_BWA096,0.254359,8.69E-86,24/10000
Cac_BWA109,Cac_BWA096,0.0249925,0,4201/10000
Ctu_BWA158,Cac_BWA096,0.159407,0,179/10000
Cac_KPL_2652,Cac_BWA096,0.0212028,0,4713/10000
Cac_KPL_4065,Cac_BWA096,0.020747,0,4780/10000
Cpr_KPL_2755,Cac_BWA096,0.188686,0,96/10000
Cac_KPL_3921,Cac_BWA096,0.0229748,0,4464/10000
Cps_KPL_2773,Cac_BWA096,0.215016,7.10E-215,55/10000
Cma_NML_120205,Cac_BWA096,0.106604,0,563/10000
Cps_KPL_4010,Cac_BWA096,0.236445,1.26E-130,35/10000
Cps_KPL_2640,Cac_BWA096,0.239237,4.42E-122,33/10000
Cpr_HSID18035,Cac_BWA096,0.190693,0,92/10000
Cps_KPL_2865,Cac_BWA096,0.232543,5.74E-143,38/10000
Cac_KPL_2859,Cac_BWA096,0.0202071,0,4861/10000
Cac_BWA096,Cac_BWA096,0,0,10000/10000
Cps_KPL_2733,Cac_BWA096,0.245371,4.16E-106,29/10000
Cps_KPL_2834,Cac_BWA096,0.227796,2.07E-159,42/10000
Ctu_KPL_3807,Cac_BWA096,0.161547,0,171/10000
Cac_KPL_2641,Cac_BWA096,0.0187991,0,5081/10000
Cac_KPL_2660,Cac_BWA096,0.0206864,0,4789/10000
Cpr_KPL_3675,Cac_BWA096,0.240698,1.20E-117,32/10000
Cac_KPL_3970,Cac_BWA096,0.000368516,0,9847/10000
Cac_KPL_3832,Cac_BWA096,0.0231821,0,4436/10000
Cpr_KPL_3889,Cac_BWA096,0.186761,0,100/10000
Cps_KPL_3772,Cac_BWA096,0.23782,3.12E-126,34/10000
Cac_KPL_3926,Cac_BWA096,0.0207538,0,4779/10000
Cps_DU080,Cac_BWA096,0.235108,7.27E-135,36/10000
Ctu_BWA150,Cac_BWA096,0.161274,0,172/10000
Cac_DU079,Cac_BWA096,0.0174644,0,5302/10000
Cps_KPL_3770,Cac_BWA096,0.227796,9.79E-160,42/10000
Cac_KPL_2783,Cac_BWA096,0.0206193,0,4799/10000
Cma_CCUG_32361,Cac_BWA096,0.105968,0,571/10000
Cpr_1274_CJEI,Cac_BWA096,0.256381,8.17E-82,23/10000
Cps_KPL_2915,Cac_BWA096,0.231311,4.25E-147,39/10000
Cpr_KPL_3967,Cac_BWA096,0.240698,1.21E-117,32/10000
Cps_KPL_3833,Cac_BWA096,0.209345,2.84E-245,62/10000
Cpr_KPL_2785,Cac_BWA096,0.236445,5.09E-130,35/10000
Cpr_KPL_4040,Cac_BWA096,0.242205,1.77E-113,31/10000
Cps_90104,Cac_BWA096,0.243761,4.52E-110,30/10000
Cpr_KPL_2811,Cac_BWA096,0.183572,0,107/10000
Cac_KPL_3703,Cac_BWA096,0.0223053,0,4556/10000
Cac_KPL_4034,Cac_BWA096,0.0016508,0,9341/10000
Cma_NML_080212,Cac_BWA096,0.10404,0,596/10000
Cac_ATCC_49726,Cac_BWA096,0.0262433,0,4048/10000
Ctu_DSM_44922,Cac_BWA109,0.161274,0,172/10000
Cac_KPL_1996,Cac_BWA109,0.0254515,0,4144/10000
Cps_KPL_1989,Cac_BWA109,0.263022,1.51E-70,20/10000
Cac_KPL_1818,Cac_BWA109,0.0262601,0,4046/10000
Cps_BWA188,Cac_BWA109,0.26546,1.91E-66,19/10000
Cac_BWA270,Cac_BWA109,0.0280987,0,3834/10000
Cac_KPL_1824,Cac_BWA109,0.0245572,0,4256/10000
Cps_BWA127,Cac_BWA109,0.276697,2.53E-51,15/10000
Cps_BWA223,Cac_BWA109,0.279978,1.24E-47,14/10000
Cps_BWA184,Cac_BWA109,0.263022,2.07E-70,20/10000
Cps_BWA300,Cac_BWA109,0.26546,1.75E-66,19/10000
Cac_BWA161,Cac_BWA109,0.0267165,0,3992/10000
Cps_BWA311,Cac_BWA109,0.263022,1.45E-70,20/10000
Cps_DSM_44287,Cac_BWA109,0.260703,1.48E-74,21/10000
Cps_BWA118,Cac_BWA109,0.263022,1.45E-70,20/10000
Cps_BWA198,Cac_BWA109,0.260703,2.49E-74,21/10000
Cps_HSID17576,Cac_BWA109,0.258493,2.22E-78,22/10000
Cac_DU075,Cac_BWA109,0.0283513,0,3806/10000
Cps_BWA141,Cac_BWA109,0.26803,8.90E-63,18/10000
Cps_BWA283,Cac_BWA109,0.26803,8.56E-63,18/10000
Cps_HSID17575,Cac_BWA109,0.254359,3.66E-86,24/10000
Cps_BWA238,Cac_BWA109,0.258493,2.70E-78,22/10000
Cps_BWA110,Cac_BWA109,0.273629,3.60E-55,16/10000
Cac_BWA070,Cac_BWA109,0.0264366,0,4025/10000
Cps_KPL_3966,Cac_BWA109,0.250557,5.20E-94,26/10000
Cps_KPL_4066,Cac_BWA109,0.25242,3.49E-90,25/10000
Cps_KPL_2826,Cac_BWA109,0.243761,2.40E-110,30/10000
Cps_BWA164,Cac_BWA109,0.279978,1.31E-47,14/10000
Cpr_BWA290,Cac_BWA109,0.256381,5.07E-82,23/10000
Cpr_BWA146,Cac_BWA109,0.260703,3.18E-74,21/10000
Cps_BWA166,Cac_BWA109,0.270747,6.31E-59,17/10000
Cac_DU076,Cac_BWA109,0.0254028,0,4150/10000
Cpr_KPL_2657,Cac_BWA109,0.254359,6.28E-86,24/10000
Cps_KPL_2795,Cac_BWA109,0.232543,2.85E-143,38/10000
Cpr_DSM_44285,Cac_BWA109,0.248764,7.46E-98,27/10000
Cps_BWA305,Cac_BWA109,0.258493,2.14E-78,22/10000
Cps_KPL_2667,Cac_BWA109,0.276697,1.92E-51,15/10000
Cps_KPL_4025,Cac_BWA109,0.239237,1.04E-122,33/10000
Cac_KPL_3674,Cac_BWA109,0.026555,0,4011/10000
Cps_KPL_3702,Cac_BWA109,0.260703,1.67E-74,21/10000
Cac_KPL_4075,Cac_BWA109,0.0250085,0,4199/10000
Cpr_KPL_2654,Cac_BWA109,0.26546,2.76E-66,19/10000
Cac_KPL_3647,Cac_BWA109,0.0243851,0,4278/10000
Cps_BWA172,Cac_BWA109,0.270747,7.40E-59,17/10000
Cpr_BWA124,Cac_BWA109,0.260703,3.37E-74,21/10000
Cac_BWA273,Cac_BWA109,0.0245965,0,4251/10000
Cpr_KPL_3953,Cac_BWA109,0.228939,6.60E-155,41/10000
Cps_BWA092,Cac_BWA109,0.248764,2.65E-98,27/10000
Cac_BWA121,Cac_BWA109,0.0289006,0,3746/10000
Cpr_DE0530,Cac_BWA109,0.26546,3.14E-66,19/10000
Cac_ATCC_49725,Cac_BWA109,0.0246201,0,4248/10000
Ctu_BWA195,Cac_BWA109,0.160733,0,174/10000
Cps_KPL_4041,Cac_BWA109,0.240698,2.51E-118,32/10000
Cac_KPL_3802,Cac_BWA109,0.0257539,0,4107/10000
Ctu_BWA207,Cac_BWA109,0.164662,0,160/10000
Ctu_DU074,Cac_BWA109,0.160465,0,175/10000
Cps_KPL_2621,Cac_BWA109,0.240698,2.07E-118,32/10000
Cpr_KPL_2804,Cac_BWA109,0.250557,9.07E-94,26/10000
Cac_KPL_2618,Cac_BWA109,0.0246594,0,4243/10000
Cac_KPL_2617,Cac_BWA109,0.0259601,0,4082/10000
Cac_KPL_3774,Cac_BWA109,0.0253623,0,4155/10000
Ctu_SK141,Cac_BWA109,0.167067,0,152/10000
Cps_KPL_3671,Cac_BWA109,0.254359,2.35E-86,24/10000
Cpr_KPL_3672,Cac_BWA109,0.258493,4.30E-78,22/10000
Cac_BWA109,Cac_BWA109,0,0,10000/10000
Ctu_BWA158,Cac_BWA109,0.16322,0,165/10000
Cac_KPL_2652,Cac_BWA109,0.0252653,0,4167/10000
Cac_KPL_4065,Cac_BWA109,0.0251125,0,4186/10000
Cpr_KPL_2755,Cac_BWA109,0.245371,1.21E-105,29/10000
Cac_KPL_3921,Cac_BWA109,0.0249845,0,4202/10000
Cps_KPL_2773,Cac_BWA109,0.219531,9.10E-194,50/10000
Cma_NML_120205,Cac_BWA109,0.107412,0,553/10000
Cps_KPL_4010,Cac_BWA109,0.245371,2.42E-106,29/10000
Cps_KPL_2640,Cac_BWA109,0.25242,4.89E-90,25/10000
Cpr_HSID18035,Cac_BWA109,0.256381,8.15E-82,23/10000
Cps_KPL_2865,Cac_BWA109,0.245371,2.74E-106,29/10000
Cac_KPL_2859,Cac_BWA109,0.024518,0,4261/10000
Cac_BWA096,Cac_BWA109,0.0249925,0,4201/10000
Cps_KPL_2733,Cac_BWA109,0.247037,2.88E-102,28/10000
Cps_KPL_2834,Cac_BWA109,0.233808,7.51E-139,37/10000
Ctu_KPL_3807,Cac_BWA109,0.163504,0,164/10000
Cac_KPL_2641,Cac_BWA109,0.0249526,0,4206/10000
Cac_KPL_2660,Cac_BWA109,0.0248492,0,4219/10000
Cpr_KPL_3675,Cac_BWA109,0.263022,3.46E-70,20/10000
Cac_KPL_3970,Cac_BWA109,0.0251848,0,4177/10000
Cac_KPL_3832,Cac_BWA109,0.0248175,0,4223/10000
Cpr_KPL_3889,Cac_BWA109,0.245371,1.19E-105,29/10000
Cps_KPL_3772,Cac_BWA109,0.254359,4.07E-86,24/10000
Cac_KPL_3926,Cac_BWA109,0.0258115,0,4100/10000
Cps_DU080,Cac_BWA109,0.25242,2.31E-90,25/10000
Ctu_BWA150,Cac_BWA109,0.162655,0,167/10000
Cac_DU079,Cac_BWA109,0.0238604,0,4346/10000
Cps_KPL_3770,Cac_BWA109,0.242205,1.87E-114,31/10000
Cac_KPL_2783,Cac_BWA109,0.0247067,0,4237/10000
Cma_CCUG_32361,Cac_BWA109,0.106285,0,567/10000
Cpr_1274_CJEI,Cac_BWA109,0.263022,2.84E-70,20/10000
Cps_KPL_2915,Cac_BWA109,0.250557,3.29E-94,26/10000
Cpr_KPL_3967,Cac_BWA109,0.263022,3.47E-70,20/10000
Cps_KPL_3833,Cac_BWA109,0.224525,1.56E-172,45/10000
Cpr_KPL_2785,Cac_BWA109,0.258493,4.81E-78,22/10000
Cpr_KPL_4040,Cac_BWA109,0.256381,8.61E-82,23/10000
Cps_90104,Cac_BWA109,0.263022,1.59E-70,20/10000
Cpr_KPL_2811,Cac_BWA109,0.231311,2.04E-146,39/10000
Cac_KPL_3703,Cac_BWA109,0.0258115,0,4100/10000
Cac_KPL_4034,Cac_BWA109,0.0248016,0,4225/10000
Cma_NML_080212,Cac_BWA109,0.105654,0,575/10000
Cac_ATCC_49726,Cac_BWA109,0.0273637,0,3917/10000
Ctu_DSM_44922,Cac_BWA121,0.163791,0,163/10000
Cac_KPL_1996,Cac_BWA121,0.0284239,0,3798/10000
Cps_KPL_1989,Cac_BWA121,0.26803,1.15E-62,18/10000
Cac_KPL_1818,Cac_BWA121,0.0296601,0,3665/10000
Cps_BWA188,Cac_BWA121,0.270747,1.21E-58,17/10000
Cac_BWA270,Cac_BWA121,0.0122002,0,6313/10000
Cac_KPL_1824,Cac_BWA121,0.0271635,0,3940/10000
Cps_BWA127,Cac_BWA121,0.263022,3.02E-70,20/10000
Cps_BWA223,Cac_BWA121,0.270747,8.34E-59,17/10000
Cps_BWA184,Cac_BWA121,0.263022,3.09E-70,20/10000
Cps_BWA300,Cac_BWA121,0.26546,2.57E-66,19/10000
Cac_BWA161,Cac_BWA121,0.01163,0,6438/10000
Cps_BWA311,Cac_BWA121,0.26803,1.10E-62,18/10000
Cps_DSM_44287,Cac_BWA121,0.25242,3.90E-90,25/10000
Cps_BWA118,Cac_BWA121,0.26803,1.10E-62,18/10000
Cps_BWA198,Cac_BWA121,0.263022,2.88E-70,20/10000
Cps_HSID17576,Cac_BWA121,0.260703,2.77E-74,21/10000
Cac_DU075,Cac_BWA121,0.00737319,0,7491/10000
Cps_BWA141,Cac_BWA121,0.270747,8.34E-59,17/10000
Cps_BWA283,Cac_BWA121,0.276697,2.90E-51,15/10000
Cps_HSID17575,Cac_BWA121,0.25242,6.51E-90,25/10000
Cps_BWA238,Cac_BWA121,0.26546,1.86E-66,19/10000
Cps_BWA110,Cac_BWA121,0.273629,4.94E-55,16/10000
Cac_BWA070,Cac_BWA121,0.0282699,0,3815/10000
Cps_KPL_3966,Cac_BWA121,0.254359,7.40E-86,24/10000
Cps_KPL_4066,Cac_BWA121,0.263022,2.37E-70,20/10000
Cps_KPL_2826,Cac_BWA121,0.247037,5.09E-102,28/10000
Cps_BWA164,Cac_BWA121,0.26546,2.00E-66,19/10000
Cpr_BWA290,Cac_BWA121,0.254359,9.47E-86,24/10000
Cpr_BWA146,Cac_BWA121,0.26546,2.61E-66,19/10000
Cps_BWA166,Cac_BWA121,0.270747,8.87E-59,17/10000
Cac_DU076,Cac_BWA121,0.028652,0,3773/10000
Cpr_KPL_2657,Cac_BWA121,0.260703,5.57E-74,21/10000
Cps_KPL_2795,Cac_BWA121,0.227796,1.21E-159,42/10000
Cpr_DSM_44285,Cac_BWA121,0.260703,5.54E-74,21/10000
Cps_BWA305,Cac_BWA121,0.254359,4.42E-86,24/10000
Cps_KPL_2667,Cac_BWA121,0.270747,7.03E-59,17/10000
Cps_KPL_4025,Cac_BWA121,0.250557,4.11E-94,26/10000
Cac_KPL_3674,Cac_BWA121,0.0283876,0,3802/10000
Cps_KPL_3702,Cac_BWA121,0.256381,3.67E-82,23/10000
Cac_KPL_4075,Cac_BWA121,0.0281617,0,3827/10000
Cpr_KPL_2654,Cac_BWA121,0.26546,4.09E-66,19/10000
Cac_KPL_3647,Cac_BWA121,0.027893,0,3857/10000
Cps_BWA172,Cac_BWA121,0.276697,3.66E-51,15/10000
Cpr_BWA124,Cac_BWA121,0.260703,5.16E-74,21/10000
Cac_BWA273,Cac_BWA121,0.0263945,0,4030/10000
Cpr_KPL_3953,Cac_BWA121,0.189679,0,94/10000
Cps_BWA092,Cac_BWA121,0.250557,4.49E-94,26/10000
Cac_BWA121,Cac_BWA121,0,0,10000/10000
Cpr_DE0530,Cac_BWA121,0.197292,7.90505e-323,80/10000
Cac_ATCC_49725,Cac_BWA121,0.0271202,0,3945/10000
Ctu_BWA195,Cac_BWA121,0.163791,0,163/10000
Cps_KPL_4041,Cac_BWA121,0.245371,6.77E-106,29/10000
Cac_KPL_3802,Cac_BWA121,0.028753,0,3762/10000
Ctu_BWA207,Cac_BWA121,0.168318,0,148/10000
Ctu_DU074,Cac_BWA121,0.160733,0,174/10000
Cps_KPL_2621,Cac_BWA121,0.23782,2.61E-126,34/10000
Cpr_KPL_2804,Cac_BWA121,0.196126,0,82/10000
Cac_KPL_2618,Cac_BWA121,0.0290862,0,3726/10000
Cac_KPL_2617,Cac_BWA121,0.0282608,0,3816/10000
Cac_KPL_3774,Cac_BWA121,0.0282789,0,3814/10000
Ctu_SK141,Cac_BWA121,0.168318,0,148/10000
Cps_KPL_3671,Cac_BWA121,0.258493,2.85E-78,22/10000
Cpr_KPL_3672,Cac_BWA121,0.260703,5.27E-74,21/10000
Cac_BWA109,Cac_BWA121,0.0289006,0,3746/10000
Ctu_BWA158,Cac_BWA121,0.167067,0,152/10000
Cac_KPL_2652,Cac_BWA121,0.0278485,0,3862/10000
Cac_KPL_4065,Cac_BWA121,0.0271029,0,3947/10000
Cpr_KPL_2755,Cac_BWA121,0.193331,0,87/10000
Cac_KPL_3921,Cac_BWA121,0.0288636,0,3750/10000
Cps_KPL_2773,Cac_BWA121,0.227796,1.71E-159,42/10000
Cma_NML_120205,Cac_BWA121,0.104571,0,589/10000
Cps_KPL_4010,Cac_BWA121,0.247037,4.58E-102,28/10000
Cps_KPL_2640,Cac_BWA121,0.258493,5.22E-78,22/10000
Cpr_HSID18035,Cac_BWA121,0.197886,1.34048e-318,79/10000
Cps_KPL_2865,Cac_BWA121,0.250557,5.27E-94,26/10000
Cac_KPL_2859,Cac_BWA121,0.0281707,0,3826/10000
Cac_BWA096,Cac_BWA121,0.0279555,0,3850/10000
Cps_KPL_2733,Cac_BWA121,0.260703,2.70E-74,21/10000
Cps_KPL_2834,Cac_BWA121,0.242205,5.97E-114,31/10000
Ctu_KPL_3807,Cac_BWA121,0.167376,0,151/10000
Cac_KPL_2641,Cac_BWA121,0.0276182,0,3888/10000
Cac_KPL_2660,Cac_BWA121,0.0277775,0,3870/10000
Cpr_KPL_3675,Cac_BWA121,0.26546,3.67E-66,19/10000
Cac_KPL_3970,Cac_BWA121,0.0280449,0,3840/10000
Cac_KPL_3832,Cac_BWA121,0.0283151,0,3810/10000
Cpr_KPL_3889,Cac_BWA121,0.192258,0,89/10000
Cps_KPL_3772,Cac_BWA121,0.248764,7.93E-98,27/10000
Cac_KPL_3926,Cac_BWA121,0.0281257,0,3831/10000
Cps_DU080,Cac_BWA121,0.263022,1.70E-70,20/10000
Ctu_BWA150,Cac_BWA121,0.16322,0,165/10000
Cac_DU079,Cac_BWA121,0.0270166,0,3957/10000
Cps_KPL_3770,Cac_BWA121,0.25242,4.57E-90,25/10000
Cac_KPL_2783,Cac_BWA121,0.0268447,0,3977/10000
Cma_CCUG_32361,Cac_BWA121,0.104267,0,593/10000
Cpr_1274_CJEI,Cac_BWA121,0.26803,2.04E-62,18/10000
Cps_KPL_2915,Cac_BWA121,0.258493,3.56E-78,22/10000
Cpr_KPL_3967,Cac_BWA121,0.26546,3.68E-66,19/10000
Cps_KPL_3833,Cac_BWA121,0.22559,6.29E-168,44/10000
Cpr_KPL_2785,Cac_BWA121,0.263022,4.37E-70,20/10000
Cpr_KPL_4040,Cac_BWA121,0.247037,2.31E-101,28/10000
Cps_90104,Cac_BWA121,0.25242,5.70E-90,25/10000
Cpr_KPL_2811,Cac_BWA121,0.188197,0,97/10000
Cac_KPL_3703,Cac_BWA121,0.0276359,0,3886/10000
Cac_KPL_4034,Cac_BWA121,0.0288175,0,3755/10000
Cma_NML_080212,Cac_BWA121,0.10404,0,596/10000
Cac_ATCC_49726,Cac_BWA121,0.0313964,0,3488/10000
Ctu_DSM_44922,Cac_BWA161,0.15863,0,182/10000
Cac_KPL_1996,Cac_BWA161,0.0241909,0,4303/10000
Cps_KPL_1989,Cac_BWA161,0.256381,3.87E-82,23/10000
Cac_KPL_1818,Cac_BWA161,0.0278574,0,3861/10000
Cps_BWA188,Cac_BWA161,0.254359,8.57E-86,24/10000
Cac_BWA270,Cac_BWA161,0.0142416,0,5892/10000
Cac_KPL_1824,Cac_BWA161,0.0245101,0,4262/10000
Cps_BWA127,Cac_BWA161,0.258493,4.52E-78,22/10000
Cps_BWA223,Cac_BWA161,0.258493,3.73E-78,22/10000
Cps_BWA184,Cac_BWA161,0.25242,7.09E-90,25/10000
Cps_BWA300,Cac_BWA161,0.256381,6.61E-82,23/10000
Cac_BWA161,Cac_BWA161,0,0,10000/10000
Cps_BWA311,Cac_BWA161,0.256381,3.69E-82,23/10000
Cps_DSM_44287,Cac_BWA161,0.242205,2.44E-114,31/10000
Cps_BWA118,Cac_BWA161,0.256381,3.68E-82,23/10000
Cps_BWA198,Cac_BWA161,0.254359,5.90E-86,24/10000
Cps_HSID17576,Cac_BWA161,0.254359,4.12E-86,24/10000
Cac_DU075,Cac_BWA161,0.00625827,0,7807/10000
Cps_BWA141,Cac_BWA161,0.258493,3.73E-78,22/10000
Cps_BWA283,Cac_BWA161,0.263022,2.20E-70,20/10000
Cps_HSID17575,Cac_BWA161,0.240698,3.93E-118,32/10000
Cps_BWA238,Cac_BWA161,0.254359,5.12E-86,24/10000
Cps_BWA110,Cac_BWA161,0.260703,2.84E-74,21/10000
Cac_BWA070,Cac_BWA161,0.025894,0,4090/10000
Cps_KPL_3966,Cac_BWA161,0.245371,7.47E-106,29/10000
Cps_KPL_4066,Cac_BWA161,0.263022,2.16E-70,20/10000
Cps_KPL_2826,Cac_BWA161,0.236445,1.41E-130,35/10000
Cps_BWA164,Cac_BWA161,0.26803,1.27E-62,18/10000
Cpr_BWA290,Cac_BWA161,0.248764,1.05E-97,27/10000
Cpr_BWA146,Cac_BWA161,0.263022,3.32E-70,20/10000
Cps_BWA166,Cac_BWA161,0.258493,4.04E-78,22/10000
Cac_DU076,Cac_BWA161,0.0261014,0,4065/10000
Cpr_KPL_2657,Cac_BWA161,0.258493,6.41E-78,22/10000
Cps_KPL_2795,Cac_BWA161,0.224525,2.30E-172,45/10000
Cpr_DSM_44285,Cac_BWA161,0.25242,1.02E-89,25/10000
Cps_BWA305,Cac_BWA161,0.250557,4.45E-94,26/10000
Cps_KPL_2667,Cac_BWA161,0.273629,4.07E-55,16/10000
Cps_KPL_4025,Cac_BWA161,0.233808,5.55E-139,37/10000
Cac_KPL_3674,Cac_BWA161,0.0258279,0,4098/10000
Cps_KPL_3702,Cac_BWA161,0.242205,2.92E-114,31/10000
Cac_KPL_4075,Cac_BWA161,0.0238146,0,4352/10000
Cpr_KPL_2654,Cac_BWA161,0.248764,1.82E-97,27/10000
Cac_KPL_3647,Cac_BWA161,0.0245258,0,4260/10000
Cps_BWA172,Cac_BWA161,0.263022,2.99E-70,20/10000
Cpr_BWA124,Cac_BWA161,0.25242,9.35E-90,25/10000
Cac_BWA273,Cac_BWA161,0.0241214,0,4312/10000
Cpr_KPL_3953,Cac_BWA161,0.187235,0,99/10000
Cps_BWA092,Cac_BWA161,0.242205,2.77E-114,31/10000
Cac_BWA121,Cac_BWA161,0.01163,0,6438/10000
Cpr_DE0530,Cac_BWA161,0.194429,0,85/10000
Cac_ATCC_49725,Cac_BWA161,0.0265889,0,4007/10000
Ctu_BWA195,Cac_BWA161,0.161822,0,170/10000
Cps_KPL_4041,Cac_BWA161,0.245371,5.90E-106,29/10000
Cac_KPL_3802,Cac_BWA161,0.0262852,0,4043/10000
Ctu_BWA207,Cac_BWA161,0.163791,0,163/10000
Ctu_DU074,Cac_BWA161,0.158887,0,181/10000
Cps_KPL_2621,Cac_BWA161,0.240698,3.36E-118,32/10000
Cpr_KPL_2804,Cac_BWA161,0.192791,0,88/10000
Cac_KPL_2618,Cac_BWA161,0.0266399,0,4001/10000
Cac_KPL_2617,Cac_BWA161,0.0263945,0,4030/10000
Cac_KPL_3774,Cac_BWA161,0.0239752,0,4331/10000
Ctu_SK141,Cac_BWA161,0.164079,0,162/10000
Cps_KPL_3671,Cac_BWA161,0.248764,3.73E-98,27/10000
Cpr_KPL_3672,Cac_BWA161,0.26546,2.56E-66,19/10000
Cac_BWA109,Cac_BWA161,0.0267165,0,3992/10000
Ctu_BWA158,Cac_BWA161,0.164079,0,162/10000
Cac_KPL_2652,Cac_BWA161,0.0260348,0,4073/10000
Cac_KPL_4065,Cac_BWA161,0.0254272,0,4147/10000
Cpr_KPL_2755,Cac_BWA161,0.190183,0,93/10000
Cac_KPL_3921,Cac_BWA161,0.0266059,0,4005/10000
Cps_KPL_2773,Cac_BWA161,0.220489,3.57E-189,49/10000
Cma_NML_120205,Cac_BWA161,0.105811,0,573/10000
Cps_KPL_4010,Cac_BWA161,0.236445,1.23E-130,35/10000
Cps_KPL_2640,Cac_BWA161,0.245371,7.33E-106,29/10000
Cpr_HSID18035,Cac_BWA161,0.195553,0,83/10000
Cps_KPL_2865,Cac_BWA161,0.242205,3.34E-114,31/10000
Cac_KPL_2859,Cac_BWA161,0.0260348,0,4073/10000
Cac_BWA096,Cac_BWA161,0.023655,0,4373/10000
Cps_KPL_2733,Cac_BWA161,0.260703,2.45E-74,21/10000
Cps_KPL_2834,Cac_BWA161,0.240698,4.42E-118,32/10000
Ctu_KPL_3807,Cac_BWA161,0.162937,0,166/10000
Cac_KPL_2641,Cac_BWA161,0.0247621,0,4230/10000
Cac_KPL_2660,Cac_BWA161,0.0252734,0,4166/10000
Cpr_KPL_3675,Cac_BWA161,0.25242,1.36E-89,25/10000
Cac_KPL_3970,Cac_BWA161,0.0238375,0,4349/10000
Cac_KPL_3832,Cac_BWA161,0.026555,0,4011/10000
Cpr_KPL_3889,Cac_BWA161,0.191209,0,91/10000
Cps_KPL_3772,Cac_BWA161,0.242205,5.29E-114,31/10000
Cac_KPL_3926,Cac_BWA161,0.0258115,0,4100/10000
Cps_DU080,Cac_BWA161,0.245371,3.03E-106,29/10000
Ctu_BWA150,Cac_BWA161,0.162376,0,168/10000
Cac_DU079,Cac_BWA161,0.0239829,0,4330/10000
Cps_KPL_3770,Cac_BWA161,0.236445,1.25E-130,35/10000
Cac_KPL_2783,Cac_BWA161,0.0247383,0,4233/10000
Cma_CCUG_32361,Cac_BWA161,0.106126,0,569/10000
Cpr_1274_CJEI,Cac_BWA161,0.273629,7.24E-55,16/10000
Cps_KPL_2915,Cac_BWA161,0.243761,4.02E-110,30/10000
Cpr_KPL_3967,Cac_BWA161,0.250557,1.49E-93,26/10000
Cps_KPL_3833,Cac_BWA161,0.218593,9.53E-198,51/10000
Cpr_KPL_2785,Cac_BWA161,0.248764,1.23E-97,27/10000
Cpr_KPL_4040,Cac_BWA161,0.254359,1.48E-85,24/10000
Cps_90104,Cac_BWA161,0.240698,3.32E-118,32/10000
Cpr_KPL_2811,Cac_BWA161,0.185827,0,102/10000
Cac_KPL_3703,Cac_BWA161,0.0253138,0,4161/10000
Cac_KPL_4034,Cac_BWA161,0.0243384,0,4284/10000
Cma_NML_080212,Cac_BWA161,0.104648,0,588/10000
Cac_ATCC_49726,Cac_BWA161,0.0289006,0,3746/10000
Ctu_DSM_44922,Cac_BWA270,0.160733,0,174/10000
Cac_KPL_1996,Cac_BWA270,0.0270597,0,3952/10000
Cps_KPL_1989,Cac_BWA270,0.26803,1.16E-62,18/10000
Cac_KPL_1818,Cac_BWA270,0.0293105,0,3702/10000
Cps_BWA188,Cac_BWA270,0.26546,2.84E-66,19/10000
Cac_BWA270,Cac_BWA270,0,0,10000/10000
Cac_KPL_1824,Cac_BWA270,0.0255166,0,4136/10000
Cps_BWA127,Cac_BWA270,0.26546,2.20E-66,19/10000
Cps_BWA223,Cac_BWA270,0.276697,3.03E-51,15/10000
Cps_BWA184,Cac_BWA270,0.26546,2.26E-66,19/10000
Cps_BWA300,Cac_BWA270,0.26803,1.76E-62,18/10000
Cac_BWA161,Cac_BWA270,0.0142416,0,5892/10000
Cps_BWA311,Cac_BWA270,0.273629,4.58E-55,16/10000
Cps_DSM_44287,Cac_BWA270,0.256381,3.26E-82,23/10000
Cps_BWA118,Cac_BWA270,0.273629,4.57E-55,16/10000
Cps_BWA198,Cac_BWA270,0.263022,2.92E-70,20/10000
Cps_HSID17576,Cac_BWA270,0.260703,2.81E-74,21/10000
Cac_DU075,Cac_BWA270,0.0107017,0,6649/10000
Cps_BWA141,Cac_BWA270,0.276697,3.03E-51,15/10000
Cps_BWA283,Cac_BWA270,0.276697,2.93E-51,15/10000
Cps_HSID17575,Cac_BWA270,0.247037,7.02E-102,28/10000
Cps_BWA238,Cac_BWA270,0.26546,1.88E-66,19/10000
Cps_BWA110,Cac_BWA270,0.276697,2.91E-51,15/10000
Cac_BWA070,Cac_BWA270,0.0275038,0,3901/10000
Cps_KPL_3966,Cac_BWA270,0.248764,9.19E-98,27/10000
Cps_KPL_4066,Cac_BWA270,0.260703,3.13E-74,21/10000
Cps_KPL_2826,Cac_BWA270,0.243761,4.42E-110,30/10000
Cps_BWA164,Cac_BWA270,0.263022,2.80E-70,20/10000
Cpr_BWA290,Cac_BWA270,0.258493,6.73E-78,22/10000
Cpr_BWA146,Cac_BWA270,0.26803,1.79E-62,18/10000
Cps_BWA166,Cac_BWA270,0.273629,5.52E-55,16/10000
Cac_DU076,Cac_BWA270,0.0279912,0,3846/10000
Cpr_KPL_2657,Cac_BWA270,0.270747,1.28E-58,17/10000
Cps_KPL_2795,Cac_BWA270,0.23011,2.91E-151,40/10000
Cpr_DSM_44285,Cac_BWA270,0.250557,1.26E-93,26/10000
